,PH_SEQ,In Labor Force?,Unempoyment Status,Received UIB,UIB Amount,Duration of unemployment,Moving Status,Race,Sex,Year,GTCBSA
81333,40108.0,3.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,2020.0,11700.0
81422,40172.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2020.0,15500.0
81544,40226.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2020.0,15500.0
81565,40233.0,3.0,2.0,2.0,0.0,65.0,0.0,2.0,2.0,2020.0,15500.0
81570,40234.0,3.0,2.0,2.0,0.0,69.0,0.0,1.0,1.0,2020.0,15500.0
81674,40281.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,1.0,2020.0,16740.0
81744,40316.0,3.0,2.0,2.0,0.0,3.0,15.0,2.0,1.0,2020.0,16740.0
81765,40322.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2020.0,16740.0
81789,40333.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2020.0,16740.0
81861,40361.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2020.0,16740.0
81865,40362.0,3.0,2.0,2.0,0.0,16.0,0.0,1.0,1.0,2020.0,16740.0
81884,40370.0,4.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,2020.0,16740.0
81944,40401.0,3.0,2.0,2.0,0.0,99.0,0.0,2.0,1.0,2020.0,16740.0
81955,40405.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2020.0,16740.0
82090,40468.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2020.0,16740.0
82130,40486.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2020.0,16740.0
82216,40535.0,4.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,2020.0,16740.0
82318,40583.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,2020.0,16740.0
82502,40683.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2020.0,20500.0
82536,40700.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2020.0,20500.0
82608,40743.0,4.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,2020.0,20500.0
82626,40748.0,4.0,2.0,1.0,4460.0,4.0,0.0,2.0,2.0,2020.0,20500.0
82784,40831.0,3.0,2.0,1.0,1488.0,30.0,0.0,1.0,1.0,2020.0,22180.0
82801,40840.0,3.0,2.0,2.0,0.0,13.0,0.0,2.0,1.0,2020.0,22180.0
82846,40873.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2020.0,22180.0
82849,40874.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2020.0,22180.0
82922,40978.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2020.0,24140.0
82929,40982.0,3.0,2.0,2.0,0.0,28.0,11.0,1.0,1.0,2020.0,24140.0
82938,40986.0,3.0,2.0,2.0,0.0,2.0,7.0,1.0,2.0,2020.0,24140.0
82942,40988.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,2020.0,24140.0
82959,40997.0,3.0,2.0,2.0,0.0,5.0,7.0,1.0,2.0,2020.0,24140.0
82990,41011.0,4.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,2020.0,24140.0
83158,41102.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2020.0,24660.0
83314,41181.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,1.0,2020.0,24780.0
83325,41187.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2020.0,24780.0
83384,41214.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2020.0,24780.0
83408,41228.0,3.0,2.0,2.0,0.0,25.0,0.0,1.0,1.0,2020.0,25860.0
83442,41248.0,3.0,2.0,2.0,0.0,48.0,0.0,1.0,1.0,2020.0,25860.0
83454,41252.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2020.0,25860.0
83458,41253.0,4.0,2.0,2.0,0.0,4.0,15.0,1.0,2.0,2020.0,25860.0
83477,41264.0,3.0,2.0,2.0,0.0,9.0,0.0,1.0,1.0,2020.0,25860.0
83545,41286.0,3.0,2.0,2.0,0.0,4.0,2.0,1.0,2.0,2020.0,25860.0
83597,41312.0,3.0,2.0,2.0,0.0,7.0,0.0,1.0,2.0,2020.0,27340.0
83607,41316.0,3.0,2.0,2.0,0.0,8.0,4.0,1.0,2.0,2020.0,27340.0
83648,41328.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2020.0,27340.0
83776,41608.0,3.0,2.0,2.0,0.0,7.0,5.0,1.0,2.0,2020.0,39580.0
83904,41661.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2020.0,39580.0
83928,41673.0,3.0,2.0,2.0,0.0,20.0,0.0,2.0,2.0,2020.0,39580.0
83962,41686.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2020.0,39580.0
84210,41821.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,2020.0,39580.0
84376,41912.0,3.0,2.0,2.0,0.0,43.0,0.0,1.0,2.0,2020.0,49180.0
84591,42025.0,4.0,2.0,1.0,2640.0,2.0,0.0,1.0,2.0,2020.0,49180.0
84870,43144.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,1.0,2020.0,0.0
84910,43161.0,4.0,2.0,1.0,1800.0,3.0,0.0,2.0,2.0,2020.0,0.0
85011,43408.0,3.0,2.0,1.0,5000.0,8.0,0.0,2.0,2.0,2020.0,0.0
85023,43413.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2020.0,0.0
85034,43416.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2020.0,0.0
85036,43417.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2020.0,0.0
85050,43425.0,3.0,2.0,2.0,0.0,35.0,0.0,1.0,1.0,2020.0,0.0
85432,42328.0,3.0,2.0,1.0,2700.0,3.0,0.0,1.0,1.0,2020.0,16700.0
85440,42330.0,3.0,2.0,2.0,0.0,12.0,0.0,2.0,1.0,2020.0,16700.0
85703,42470.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,2020.0,16740.0
85739,42484.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2020.0,16740.0
85840,42525.0,3.0,2.0,2.0,0.0,17.0,0.0,1.0,1.0,2020.0,16740.0
85866,42536.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2020.0,16740.0
85906,42562.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2020.0,16740.0
86022,42617.0,3.0,2.0,2.0,0.0,25.0,0.0,1.0,1.0,2020.0,17900.0
86199,42683.0,4.0,2.0,2.0,0.0,7.0,0.0,1.0,2.0,2020.0,17900.0
86242,42698.0,3.0,2.0,2.0,0.0,2.0,5.0,1.0,1.0,2020.0,17900.0
86244,42699.0,3.0,2.0,2.0,0.0,78.0,5.0,2.0,2.0,2020.0,17900.0
86378,42764.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2020.0,17900.0
86519,42829.0,3.0,2.0,2.0,0.0,12.0,0.0,2.0,1.0,2020.0,22500.0
86588,42868.0,3.0,2.0,2.0,0.0,6.0,4.0,2.0,2.0,2020.0,22500.0
86733,42937.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,2.0,2020.0,24860.0
86827,42988.0,3.0,2.0,2.0,0.0,21.0,0.0,2.0,1.0,2020.0,24860.0
86914,43043.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2020.0,24860.0
86967,43069.0,4.0,2.0,2.0,0.0,6.0,0.0,2.0,1.0,2020.0,24860.0
87021,43100.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2020.0,24860.0
87067,43119.0,3.0,2.0,2.0,0.0,20.0,0.0,6.0,2.0,2020.0,24860.0
87289,43290.0,3.0,2.0,2.0,0.0,22.0,0.0,1.0,2.0,2020.0,34820.0
87343,43313.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2020.0,34820.0
87404,43349.0,3.0,2.0,1.0,1000.0,13.0,0.0,1.0,2.0,2020.0,34820.0
87471,43487.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,1.0,2020.0,43900.0
87523,43514.0,3.0,2.0,1.0,1200.0,56.0,0.0,1.0,2.0,2020.0,43900.0
87618,43560.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2020.0,43900.0
87757,43632.0,3.0,2.0,2.0,0.0,11.0,0.0,2.0,2.0,2020.0,0.0
87791,43650.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,2020.0,0.0
88010,43764.0,3.0,2.0,2.0,0.0,23.0,0.0,1.0,1.0,2020.0,0.0
88124,45090.0,3.0,2.0,2.0,0.0,22.0,0.0,2.0,2.0,2020.0,0.0
88139,45101.0,3.0,2.0,2.0,0.0,22.0,0.0,2.0,2.0,2020.0,0.0
88147,45103.0,3.0,2.0,2.0,0.0,39.0,0.0,1.0,2.0,2020.0,0.0
88212,45192.0,3.0,2.0,2.0,0.0,48.0,0.0,1.0,1.0,2020.0,0.0
88405,45333.0,3.0,2.0,2.0,0.0,5.0,0.0,1.0,1.0,2020.0,0.0
88419,45342.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2020.0,0.0
88429,45349.0,4.0,2.0,2.0,0.0,6.0,0.0,2.0,2.0,2020.0,0.0
88565,45541.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2020.0,0.0
88581,45546.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2020.0,0.0
88848,43899.0,3.0,2.0,2.0,0.0,8.0,0.0,2.0,2.0,2020.0,12060.0
88932,43933.0,3.0,2.0,2.0,0.0,21.0,0.0,1.0,1.0,2020.0,12060.0
89004,43963.0,3.0,2.0,2.0,0.0,8.0,20.0,2.0,1.0,2020.0,12060.0
89009,43964.0,3.0,2.0,1.0,1000.0,52.0,20.0,2.0,2.0,2020.0,12060.0
89099,44004.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,1.0,2020.0,12060.0
89140,44022.0,3.0,2.0,2.0,0.0,56.0,0.0,1.0,1.0,2020.0,12060.0
89179,44041.0,3.0,2.0,2.0,0.0,56.0,0.0,6.0,2.0,2020.0,12060.0
89194,44047.0,3.0,2.0,2.0,0.0,11.0,0.0,6.0,2.0,2020.0,12060.0
89261,44074.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,2020.0,12060.0
89326,44119.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2020.0,12060.0
89371,44136.0,3.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,2020.0,12060.0
89389,44141.0,3.0,2.0,2.0,0.0,20.0,0.0,2.0,1.0,2020.0,12060.0
89405,44145.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2020.0,12060.0
89418,44148.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2020.0,12060.0
89443,44158.0,4.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,2020.0,12060.0
89565,44215.0,3.0,2.0,2.0,0.0,52.0,15.0,2.0,2.0,2020.0,12060.0
89580,44219.0,3.0,2.0,2.0,0.0,52.0,0.0,2.0,1.0,2020.0,12060.0
89606,44231.0,3.0,2.0,2.0,0.0,12.0,6.0,1.0,2.0,2020.0,12060.0
89622,44238.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2020.0,12060.0
89623,44239.0,4.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2020.0,12060.0
89624,44240.0,4.0,2.0,2.0,0.0,1.0,0.0,4.0,1.0,2020.0,12060.0
89657,44262.0,3.0,2.0,2.0,0.0,35.0,0.0,4.0,2.0,2020.0,12060.0
89770,44330.0,3.0,2.0,2.0,0.0,52.0,3.0,2.0,1.0,2020.0,12060.0
89775,44333.0,4.0,2.0,2.0,0.0,6.0,0.0,2.0,2.0,2020.0,12060.0
89790,44342.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2020.0,12060.0
89852,44372.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2020.0,12060.0
89856,44373.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2020.0,12060.0
89926,44398.0,3.0,2.0,2.0,0.0,26.0,10.0,4.0,2.0,2020.0,12060.0
89972,44416.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2020.0,12060.0
90124,44500.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,1.0,2020.0,12060.0
90157,44515.0,3.0,2.0,1.0,4620.0,3.0,0.0,2.0,2.0,2020.0,12060.0
90211,44542.0,3.0,2.0,1.0,14000.0,7.0,0.0,2.0,2.0,2020.0,12060.0
90340,44635.0,4.0,2.0,2.0,0.0,5.0,0.0,2.0,2.0,2020.0,12060.0
90381,44657.0,4.0,2.0,2.0,0.0,4.0,0.0,8.0,1.0,2020.0,12060.0
90403,44667.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2020.0,12060.0
90429,44682.0,3.0,2.0,2.0,0.0,52.0,7.0,4.0,2.0,2020.0,12060.0
90470,44699.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2020.0,12060.0
90924,44897.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2020.0,12060.0
91032,44957.0,3.0,2.0,2.0,0.0,6.0,0.0,1.0,1.0,2020.0,12060.0
91072,44984.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2020.0,12060.0
91268,45131.0,4.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,2020.0,16860.0
91310,45157.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2020.0,17980.0
91377,45269.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2020.0,23580.0
91416,45286.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,1.0,2020.0,23580.0
91447,45302.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2020.0,23580.0
91448,45303.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,1.0,2020.0,23580.0
91473,45310.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2020.0,23580.0
91484,45312.0,4.0,2.0,2.0,0.0,8.0,0.0,1.0,2.0,2020.0,23580.0
91511,45364.0,3.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,2020.0,31420.0
91525,45367.0,3.0,2.0,2.0,0.0,34.0,0.0,2.0,1.0,2020.0,31420.0
91528,45369.0,3.0,2.0,2.0,0.0,60.0,0.0,2.0,1.0,2020.0,31420.0
91568,45385.0,3.0,2.0,2.0,0.0,12.0,0.0,2.0,1.0,2020.0,31420.0
91574,45387.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2020.0,31420.0
91626,45469.0,3.0,2.0,2.0,0.0,11.0,16.0,1.0,2.0,2020.0,42340.0
91700,45501.0,3.0,2.0,2.0,0.0,30.0,0.0,2.0,1.0,2020.0,42340.0
91723,45513.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2020.0,42340.0
91780,45538.0,3.0,2.0,2.0,0.0,3.0,0.0,6.0,2.0,2020.0,42340.0
91991,45703.0,3.0,2.0,2.0,0.0,26.0,0.0,2.0,1.0,2020.0,0.0
92179,48882.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2020.0,0.0
92194,48888.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,2020.0,0.0
92306,49367.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2020.0,0.0
92464,45813.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,1.0,2020.0,15980.0
92530,45856.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2020.0,15980.0
92637,45914.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,2020.0,15980.0
92655,45922.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,2.0,2020.0,19660.0
92722,45949.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2020.0,19660.0
92745,45963.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2020.0,19660.0
92861,46015.0,3.0,2.0,2.0,0.0,5.0,0.0,7.0,1.0,2020.0,19660.0
92917,46043.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2020.0,19660.0
92970,46064.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2020.0,23540.0
93076,46121.0,4.0,2.0,2.0,0.0,5.0,0.0,1.0,2.0,2020.0,23540.0
93269,46281.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,1.0,2020.0,27260.0
93341,46315.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2020.0,27260.0
93349,46319.0,3.0,2.0,1.0,2928.0,7.0,0.0,1.0,2.0,2020.0,27260.0
93380,46334.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2020.0,27260.0
93521,46408.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2020.0,27260.0
93663,46496.0,3.0,2.0,2.0,0.0,13.0,0.0,1.0,2.0,2020.0,29460.0
93844,46600.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2020.0,29460.0
93916,46629.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2020.0,33100.0
93955,46650.0,3.0,2.0,2.0,0.0,48.0,0.0,1.0,2.0,2020.0,33100.0
93975,46660.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2020.0,33100.0
94091,46705.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,1.0,2020.0,33100.0
94169,46738.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2020.0,33100.0
94176,46742.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,2.0,2020.0,33100.0
94217,46760.0,3.0,2.0,2.0,0.0,11.0,0.0,1.0,2.0,2020.0,33100.0
94241,46770.0,3.0,2.0,2.0,0.0,7.0,0.0,2.0,1.0,2020.0,33100.0
94261,46779.0,3.0,2.0,2.0,0.0,13.0,0.0,2.0,2.0,2020.0,33100.0
94269,46781.0,3.0,2.0,2.0,0.0,6.0,0.0,2.0,1.0,2020.0,33100.0
94727,47020.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2020.0,33100.0
94734,47022.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2020.0,33100.0
94756,47034.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,1.0,2020.0,33100.0
94790,47044.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2020.0,33100.0
94834,47062.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2020.0,33100.0
94837,47063.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2020.0,33100.0
94841,47064.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2020.0,33100.0
94938,47107.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,2.0,2020.0,33100.0
95022,47149.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2020.0,33100.0
95031,47151.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2020.0,33100.0
95155,47213.0,3.0,2.0,2.0,0.0,99.0,0.0,2.0,1.0,2020.0,33100.0
95171,47217.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,2020.0,33100.0
95198,47230.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2020.0,33100.0
95249,47252.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2020.0,33100.0
95297,47277.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,2020.0,33100.0
95308,47281.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2020.0,33100.0
95642,47475.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2020.0,33100.0
95727,47510.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2020.0,33100.0
95839,47576.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,2.0,2020.0,33100.0
95883,47590.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,2.0,2020.0,33100.0
95917,47603.0,3.0,2.0,2.0,0.0,38.0,0.0,1.0,1.0,2020.0,33100.0
95976,47630.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2020.0,33100.0
95980,47631.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2020.0,33100.0
96034,47646.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2020.0,33100.0
96090,47670.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2020.0,33100.0
96269,47762.0,4.0,2.0,2.0,0.0,5.0,0.0,1.0,1.0,2020.0,33100.0
96277,47764.0,3.0,2.0,2.0,0.0,5.0,0.0,1.0,1.0,2020.0,33100.0
96291,47767.0,3.0,2.0,2.0,0.0,13.0,0.0,1.0,1.0,2020.0,33100.0
96308,47776.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,1.0,2020.0,33100.0
96318,47782.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2020.0,33100.0
96324,47784.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2020.0,33100.0
96333,47785.0,3.0,2.0,2.0,0.0,20.0,0.0,2.0,1.0,2020.0,33100.0
96345,47790.0,3.0,2.0,2.0,0.0,4.0,11.0,1.0,2.0,2020.0,33100.0
96387,47814.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,1.0,2020.0,33100.0
96414,47825.0,3.0,2.0,2.0,0.0,69.0,0.0,2.0,2.0,2020.0,33100.0
96497,47855.0,3.0,2.0,2.0,0.0,26.0,4.0,1.0,1.0,2020.0,33100.0
96553,47902.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2020.0,33100.0
96600,47923.0,3.0,2.0,2.0,0.0,26.0,0.0,1.0,1.0,2020.0,33100.0
96629,47935.0,3.0,2.0,2.0,0.0,22.0,0.0,1.0,2.0,2020.0,33100.0
96680,47958.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,2020.0,33100.0
96752,47983.0,4.0,2.0,1.0,3200.0,6.0,0.0,1.0,1.0,2020.0,33100.0
96779,47996.0,3.0,2.0,2.0,0.0,48.0,0.0,1.0,2.0,2020.0,34940.0
96841,48040.0,3.0,2.0,2.0,0.0,11.0,0.0,1.0,2.0,2020.0,34940.0
96843,48041.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2020.0,34940.0
96869,48052.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2020.0,34940.0
96907,48075.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2020.0,34940.0
96935,48087.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,1.0,2020.0,34940.0
97172,48230.0,3.0,2.0,2.0,0.0,34.0,6.0,2.0,1.0,2020.0,35840.0
97431,48377.0,3.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,2020.0,36740.0
97585,48445.0,3.0,2.0,2.0,0.0,56.0,0.0,1.0,2.0,2020.0,36740.0
97635,48471.0,3.0,2.0,2.0,0.0,30.0,0.0,1.0,2.0,2020.0,36740.0
97686,48499.0,4.0,2.0,2.0,0.0,1.0,11.0,1.0,1.0,2020.0,36740.0
97709,48509.0,3.0,2.0,2.0,0.0,16.0,0.0,1.0,1.0,2020.0,36740.0
97735,48521.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2020.0,36740.0
97736,48522.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2020.0,36740.0
97748,48525.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2020.0,36740.0
97774,48536.0,3.0,2.0,2.0,0.0,16.0,0.0,1.0,1.0,2020.0,36740.0
97976,48664.0,4.0,2.0,2.0,0.0,5.0,0.0,1.0,1.0,2020.0,36740.0
98076,48706.0,3.0,2.0,2.0,0.0,4.0,8.0,1.0,1.0,2020.0,36740.0
98134,48749.0,3.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,2020.0,36740.0
98146,48754.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2020.0,36740.0
98327,48854.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2020.0,36740.0
98409,48954.0,3.0,2.0,2.0,0.0,22.0,0.0,1.0,1.0,2020.0,37340.0
98509,49011.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,2.0,2020.0,37340.0
98513,49013.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,2.0,2020.0,37340.0
98558,49036.0,4.0,2.0,2.0,0.0,56.0,0.0,1.0,2.0,2020.0,37460.0
98644,49091.0,3.0,2.0,2.0,0.0,6.0,0.0,1.0,2.0,2020.0,37460.0
98689,49110.0,4.0,2.0,2.0,0.0,4.0,0.0,4.0,2.0,2020.0,37460.0
98746,49142.0,3.0,2.0,2.0,0.0,5.0,0.0,1.0,2.0,2020.0,37860.0
98785,49164.0,3.0,2.0,2.0,0.0,10.0,0.0,1.0,1.0,2020.0,37860.0
98882,49207.0,3.0,2.0,2.0,0.0,1.0,0.0,5.0,2.0,2020.0,37860.0
98901,49215.0,4.0,2.0,2.0,0.0,7.0,0.0,1.0,1.0,2020.0,37860.0
98951,49245.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2020.0,38940.0
98962,49251.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2020.0,38940.0
98983,49259.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2020.0,38940.0
99103,49381.0,3.0,2.0,2.0,0.0,10.0,0.0,2.0,1.0,2020.0,45220.0
99178,49421.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2020.0,45220.0
99206,49438.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,1.0,2020.0,45220.0
99253,49454.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2020.0,45220.0
99278,49465.0,3.0,2.0,2.0,0.0,22.0,0.0,1.0,2.0,2020.0,45300.0
99300,49478.0,3.0,2.0,2.0,0.0,6.0,0.0,1.0,2.0,2020.0,45300.0
99421,49542.0,3.0,2.0,2.0,0.0,11.0,0.0,1.0,1.0,2020.0,45300.0
99477,49572.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,1.0,2020.0,45300.0
99515,49593.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2020.0,45300.0
99628,49641.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,2020.0,45300.0
99727,49709.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2020.0,45300.0
99735,49711.0,3.0,2.0,2.0,0.0,21.0,0.0,1.0,1.0,2020.0,45300.0
99904,49788.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,2020.0,45300.0
100054,49857.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2020.0,45300.0
100074,49871.0,3.0,2.0,1.0,3300.0,17.0,0.0,1.0,2.0,2020.0,45300.0
100118,49891.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2020.0,45300.0
100124,49893.0,4.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,2020.0,45300.0
100131,49895.0,3.0,2.0,2.0,0.0,8.0,0.0,2.0,2.0,2020.0,45300.0
