,PH_SEQ,In Labor Force?,Unempoyment Status,Received UIB,UIB Amount,Duration of unemployment,Moving Status,Race,Sex,Year,GTCBSA
149372,73331.0,3.0,2.0,1.0,20284.0,52.0,0.0,1.0,1.0,2021.0,0.0
149465,73385.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2021.0,0.0
149538,73420.0,3.0,2.0,1.0,2688.0,20.0,0.0,2.0,1.0,2021.0,0.0
149596,73441.0,3.0,2.0,2.0,0.0,7.0,11.0,1.0,1.0,2021.0,0.0
149621,73451.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2021.0,0.0
149717,73500.0,3.0,2.0,2.0,0.0,35.0,0.0,1.0,1.0,2021.0,0.0
149724,73598.0,3.0,2.0,1.0,3320.0,21.0,0.0,1.0,1.0,2021.0,0.0
149816,73654.0,3.0,2.0,2.0,0.0,13.0,0.0,3.0,2.0,2021.0,0.0
149900,73694.0,4.0,2.0,1.0,8320.0,52.0,0.0,3.0,1.0,2021.0,0.0
149947,73719.0,3.0,2.0,2.0,0.0,8.0,10.0,1.0,1.0,2021.0,0.0
150071,73971.0,3.0,2.0,2.0,0.0,43.0,0.0,1.0,1.0,2021.0,0.0
150082,73977.0,3.0,2.0,2.0,0.0,43.0,0.0,1.0,1.0,2021.0,0.0
150086,73979.0,3.0,2.0,1.0,9120.0,48.0,0.0,1.0,2.0,2021.0,0.0
150092,73981.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2021.0,0.0
150143,73997.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,1.0,2021.0,0.0
150200,72544.0,3.0,2.0,2.0,0.0,12.0,0.0,1.0,2.0,2021.0,10740.0
150293,72597.0,3.0,2.0,1.0,4000.0,48.0,0.0,1.0,1.0,2021.0,10740.0
150296,72600.0,3.0,2.0,2.0,0.0,9.0,0.0,2.0,2.0,2021.0,10740.0
150391,72646.0,4.0,2.0,2.0,0.0,14.0,3.0,1.0,2.0,2021.0,10740.0
150404,72652.0,3.0,2.0,2.0,0.0,21.0,0.0,2.0,1.0,2021.0,10740.0
150424,72662.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2021.0,10740.0
150432,72665.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2021.0,10740.0
150528,72715.0,4.0,2.0,1.0,12000.0,52.0,0.0,1.0,1.0,2021.0,10740.0
150536,72719.0,4.0,2.0,1.0,22128.0,2.0,0.0,1.0,1.0,2021.0,10740.0
150556,72732.0,3.0,2.0,2.0,0.0,30.0,0.0,1.0,2.0,2021.0,10740.0
150568,72738.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2021.0,10740.0
150570,72739.0,3.0,2.0,1.0,19200.0,35.0,2.0,1.0,2.0,2021.0,10740.0
150610,72759.0,3.0,2.0,2.0,0.0,6.0,0.0,1.0,2.0,2021.0,10740.0
150665,72785.0,3.0,2.0,1.0,7584.0,3.0,0.0,1.0,2.0,2021.0,10740.0
150737,72819.0,3.0,2.0,2.0,0.0,16.0,0.0,1.0,1.0,2021.0,10740.0
150810,72858.0,4.0,2.0,1.0,18000.0,51.0,0.0,1.0,1.0,2021.0,10740.0
150928,72947.0,3.0,2.0,2.0,0.0,26.0,0.0,4.0,2.0,2021.0,10740.0
150936,72951.0,3.0,2.0,2.0,0.0,6.0,0.0,1.0,2.0,2021.0,10740.0
150993,72977.0,3.0,2.0,2.0,0.0,22.0,5.0,1.0,2.0,2021.0,10740.0
151166,73054.0,3.0,2.0,2.0,0.0,18.0,0.0,2.0,2.0,2021.0,10740.0
151212,73072.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2021.0,10740.0
151233,73082.0,4.0,2.0,2.0,0.0,1.0,12.0,1.0,1.0,2021.0,10740.0
151268,73098.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,2.0,2021.0,10740.0
151276,73099.0,3.0,2.0,1.0,2800.0,16.0,0.0,1.0,1.0,2021.0,10740.0
151383,73148.0,3.0,2.0,1.0,3100.0,30.0,0.0,1.0,2.0,2021.0,10740.0
151395,73156.0,4.0,2.0,1.0,4560.0,51.0,0.0,1.0,1.0,2021.0,10740.0
151443,73175.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2021.0,10740.0
151480,73195.0,4.0,2.0,2.0,0.0,52.0,0.0,1.0,2.0,2021.0,10740.0
151481,73196.0,3.0,2.0,1.0,21944.0,48.0,0.0,1.0,2.0,2021.0,10740.0
151615,73252.0,4.0,2.0,1.0,17176.0,52.0,0.0,1.0,1.0,2021.0,10740.0
151643,73269.0,4.0,2.0,1.0,12000.0,52.0,0.0,1.0,1.0,2021.0,10740.0
151724,73503.0,3.0,2.0,2.0,0.0,16.0,7.0,3.0,1.0,2021.0,22140.0
151734,73510.0,3.0,2.0,1.0,18440.0,40.0,0.0,1.0,1.0,2021.0,22140.0
151737,73513.0,3.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,2021.0,22140.0
151755,73521.0,3.0,2.0,2.0,0.0,99.0,0.0,3.0,1.0,2021.0,22140.0
151807,73543.0,4.0,2.0,2.0,0.0,8.0,2.0,1.0,2.0,2021.0,22140.0
151824,73551.0,3.0,2.0,1.0,9620.0,3.0,0.0,1.0,1.0,2021.0,22140.0
151924,73747.0,3.0,2.0,2.0,0.0,30.0,0.0,1.0,2.0,2021.0,29740.0
151950,73761.0,3.0,2.0,1.0,13000.0,61.0,0.0,1.0,1.0,2021.0,29740.0
152021,73796.0,4.0,2.0,2.0,0.0,5.0,0.0,1.0,1.0,2021.0,29740.0
152052,73810.0,4.0,2.0,1.0,19760.0,25.0,0.0,1.0,1.0,2021.0,29740.0
152084,73824.0,3.0,2.0,1.0,16062.0,52.0,13.0,1.0,1.0,2021.0,29740.0
152162,73862.0,4.0,2.0,2.0,0.0,13.0,0.0,1.0,1.0,2021.0,29740.0
152183,73872.0,3.0,2.0,1.0,8684.0,65.0,0.0,1.0,2.0,2021.0,29740.0
152228,73888.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2021.0,29740.0
152264,73905.0,3.0,2.0,2.0,0.0,47.0,0.0,1.0,1.0,2021.0,29740.0
152298,73916.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2021.0,29740.0
152328,74018.0,3.0,2.0,2.0,0.0,99.0,12.0,1.0,2.0,2021.0,42140.0
152367,74042.0,4.0,2.0,2.0,0.0,6.0,0.0,1.0,2.0,2021.0,42140.0
152378,74048.0,3.0,2.0,2.0,0.0,12.0,20.0,1.0,2.0,2021.0,42140.0
152427,74080.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2021.0,42140.0
152454,74095.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2021.0,42140.0
152492,74120.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2021.0,42140.0
152506,74129.0,4.0,2.0,1.0,14400.0,52.0,0.0,1.0,2.0,2021.0,42140.0
152527,74142.0,3.0,2.0,1.0,3340.0,52.0,0.0,1.0,2.0,2021.0,42140.0
152538,74145.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,2.0,2021.0,42140.0
152543,74147.0,4.0,2.0,1.0,4264.0,26.0,7.0,1.0,1.0,2021.0,42140.0
152565,74157.0,4.0,2.0,1.0,21600.0,52.0,0.0,1.0,2.0,2021.0,0.0
152652,74204.0,3.0,2.0,1.0,3200.0,3.0,4.0,1.0,1.0,2021.0,0.0
152653,74205.0,4.0,2.0,2.0,0.0,99.0,0.0,1.0,1.0,2021.0,0.0
152690,74218.0,3.0,2.0,2.0,0.0,47.0,0.0,1.0,1.0,2021.0,0.0
152702,74221.0,3.0,2.0,2.0,0.0,21.0,0.0,1.0,1.0,2021.0,0.0
152723,74231.0,3.0,2.0,2.0,0.0,8.0,4.0,1.0,2.0,2021.0,0.0
152741,74238.0,4.0,2.0,1.0,5208.0,16.0,0.0,1.0,2.0,2021.0,0.0
152787,74260.0,4.0,2.0,2.0,0.0,8.0,0.0,1.0,2.0,2021.0,0.0
152932,74310.0,3.0,2.0,2.0,0.0,2.0,12.0,4.0,1.0,2021.0,38060.0
152948,74323.0,3.0,2.0,1.0,15488.0,26.0,0.0,1.0,1.0,2021.0,38060.0
152962,74327.0,4.0,2.0,1.0,7050.0,21.0,0.0,1.0,2.0,2021.0,38060.0
153014,74351.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2021.0,38060.0
153024,74355.0,3.0,2.0,1.0,12000.0,12.0,0.0,1.0,2.0,2021.0,38060.0
153060,74374.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2021.0,38060.0
153113,74404.0,3.0,2.0,1.0,19160.0,39.0,13.0,1.0,1.0,2021.0,38060.0
153151,74419.0,3.0,2.0,1.0,14000.0,12.0,0.0,2.0,1.0,2021.0,38060.0
153413,74553.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2021.0,38060.0
153429,74562.0,3.0,2.0,1.0,27480.0,52.0,0.0,1.0,1.0,2021.0,38060.0
153452,74573.0,3.0,2.0,2.0,0.0,85.0,0.0,1.0,1.0,2021.0,38060.0
153457,74576.0,3.0,2.0,1.0,16000.0,12.0,6.0,6.0,1.0,2021.0,38060.0
153546,74610.0,3.0,2.0,2.0,0.0,26.0,0.0,1.0,2.0,2021.0,38060.0
153559,74615.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,2.0,2021.0,38060.0
153634,74654.0,3.0,2.0,2.0,0.0,17.0,0.0,1.0,2.0,2021.0,38060.0
153729,74698.0,3.0,2.0,1.0,1260.0,16.0,0.0,1.0,1.0,2021.0,38060.0
154008,74848.0,3.0,2.0,1.0,7000.0,40.0,0.0,7.0,1.0,2021.0,38060.0
154187,74973.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2021.0,38060.0
154320,75021.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,2.0,2021.0,38060.0
154371,75038.0,3.0,2.0,2.0,0.0,9.0,0.0,1.0,1.0,2021.0,38060.0
154422,75053.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2021.0,38060.0
154449,75063.0,4.0,2.0,2.0,0.0,40.0,0.0,1.0,2.0,2021.0,38060.0
154488,75084.0,3.0,2.0,2.0,0.0,10.0,0.0,1.0,1.0,2021.0,38060.0
154503,75091.0,3.0,2.0,2.0,0.0,9.0,0.0,1.0,1.0,2021.0,38060.0
154516,75095.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2021.0,38060.0
154531,75104.0,3.0,2.0,1.0,10000.0,45.0,0.0,1.0,1.0,2021.0,38060.0
154583,75120.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2021.0,38060.0
154626,75134.0,4.0,2.0,2.0,0.0,25.0,0.0,6.0,1.0,2021.0,38060.0
154641,75143.0,3.0,2.0,2.0,0.0,5.0,0.0,2.0,2.0,2021.0,38060.0
154740,75180.0,3.0,2.0,2.0,0.0,21.0,0.0,10.0,1.0,2021.0,38060.0
154754,75185.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2021.0,38060.0
154952,75247.0,3.0,2.0,2.0,0.0,30.0,1.0,2.0,1.0,2021.0,38060.0
154954,75248.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,1.0,2021.0,38060.0
155001,75270.0,3.0,2.0,1.0,22100.0,10.0,0.0,1.0,1.0,2021.0,38060.0
155023,75282.0,3.0,2.0,2.0,0.0,22.0,13.0,1.0,1.0,2021.0,38060.0
155038,75291.0,3.0,2.0,1.0,2000.0,35.0,0.0,2.0,2.0,2021.0,38060.0
155046,75295.0,3.0,2.0,2.0,0.0,35.0,0.0,2.0,2.0,2021.0,38060.0
155127,75328.0,3.0,2.0,1.0,12600.0,24.0,0.0,1.0,1.0,2021.0,38060.0
155172,75349.0,3.0,2.0,2.0,0.0,4.0,1.0,1.0,2.0,2021.0,39140.0
155190,75359.0,3.0,2.0,1.0,15000.0,26.0,0.0,1.0,1.0,2021.0,39140.0
155257,75395.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2021.0,39140.0
155260,75397.0,3.0,2.0,1.0,31500.0,2.0,0.0,1.0,1.0,2021.0,39140.0
155270,75400.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2021.0,39140.0
155298,75407.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2021.0,39140.0
155363,75449.0,3.0,2.0,2.0,0.0,30.0,0.0,1.0,2.0,2021.0,46060.0
155384,75460.0,3.0,2.0,2.0,0.0,13.0,3.0,1.0,1.0,2021.0,46060.0
155463,75512.0,3.0,2.0,1.0,1700.0,52.0,1.0,1.0,1.0,2021.0,46060.0
155479,75516.0,3.0,2.0,2.0,0.0,56.0,13.0,1.0,1.0,2021.0,46060.0
155493,75522.0,3.0,2.0,1.0,17468.0,39.0,0.0,1.0,2.0,2021.0,46060.0
155501,75525.0,3.0,2.0,1.0,7800.0,99.0,0.0,1.0,1.0,2021.0,46060.0
155515,75533.0,3.0,2.0,1.0,9600.0,34.0,0.0,1.0,1.0,2021.0,46060.0
155547,75552.0,3.0,2.0,1.0,3400.0,17.0,0.0,1.0,1.0,2021.0,46060.0
155612,75597.0,3.0,2.0,2.0,0.0,26.0,0.0,1.0,1.0,2021.0,46060.0
155645,75614.0,3.0,2.0,1.0,1080.0,24.0,0.0,1.0,1.0,2021.0,46060.0
155654,75620.0,3.0,2.0,2.0,0.0,4.0,2.0,1.0,1.0,2021.0,46060.0
155774,75673.0,3.0,2.0,1.0,11200.0,52.0,0.0,4.0,2.0,2021.0,49740.0
155797,75681.0,3.0,2.0,1.0,5600.0,43.0,0.0,1.0,1.0,2021.0,49740.0
155849,75711.0,3.0,2.0,2.0,0.0,6.0,0.0,1.0,1.0,2021.0,49740.0
155874,75722.0,3.0,2.0,1.0,2000.0,12.0,0.0,1.0,2.0,2021.0,49740.0
155916,75746.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2021.0,0.0
155934,75757.0,3.0,2.0,1.0,14400.0,43.0,0.0,1.0,1.0,2021.0,0.0
155980,75787.0,3.0,2.0,1.0,10600.0,47.0,3.0,1.0,1.0,2021.0,0.0
156282,75908.0,4.0,2.0,2.0,0.0,19.0,0.0,1.0,2.0,2021.0,0.0
156314,75917.0,3.0,2.0,1.0,26000.0,52.0,0.0,1.0,1.0,2021.0,0.0
156403,75945.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,2021.0,36260.0
156583,76011.0,3.0,2.0,2.0,0.0,34.0,0.0,1.0,1.0,2021.0,36260.0
156641,76032.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2021.0,36260.0
156845,76101.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2021.0,36260.0
156972,76152.0,3.0,2.0,1.0,3650.0,6.0,0.0,1.0,2.0,2021.0,36260.0
157033,76172.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2021.0,36260.0
157135,76208.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2021.0,36260.0
157344,76279.0,3.0,2.0,1.0,20777.0,30.0,0.0,1.0,2.0,2021.0,39340.0
157427,76305.0,3.0,2.0,1.0,7430.0,99.0,1.0,1.0,1.0,2021.0,39340.0
157528,76338.0,3.0,2.0,2.0,0.0,48.0,0.0,1.0,2.0,2021.0,39340.0
157589,76366.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2021.0,39340.0
157674,76393.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2021.0,39340.0
157699,76399.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2021.0,39340.0
157711,76401.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2021.0,39340.0
157836,76441.0,4.0,2.0,1.0,1200.0,52.0,0.0,1.0,2.0,2021.0,41100.0
157928,76480.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,1.0,2021.0,41100.0
157980,76495.0,3.0,2.0,2.0,0.0,9.0,0.0,1.0,2.0,2021.0,41620.0
158094,76535.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2021.0,41620.0
158401,76657.0,3.0,2.0,2.0,0.0,8.0,0.0,5.0,2.0,2021.0,41620.0
158406,76659.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2021.0,41620.0
158430,76672.0,3.0,2.0,1.0,12000.0,56.0,0.0,1.0,1.0,2021.0,41620.0
158447,76679.0,3.0,2.0,1.0,8988.0,52.0,6.0,1.0,2.0,2021.0,41620.0
158757,76848.0,3.0,2.0,2.0,0.0,24.0,0.0,1.0,2.0,2021.0,41620.0
158928,76902.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2021.0,41620.0
158942,76906.0,3.0,2.0,1.0,10000.0,2.0,0.0,5.0,1.0,2021.0,41620.0
158984,76917.0,3.0,2.0,1.0,14140.0,3.0,0.0,1.0,1.0,2021.0,41620.0
159013,76924.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2021.0,41620.0
159071,76939.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2021.0,41620.0
159092,76946.0,3.0,2.0,2.0,0.0,3.0,12.0,1.0,1.0,2021.0,41620.0
159263,77025.0,3.0,2.0,2.0,0.0,30.0,0.0,3.0,2.0,2021.0,0.0
159278,77032.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,2021.0,0.0
159350,77056.0,3.0,2.0,2.0,0.0,20.0,0.0,1.0,1.0,2021.0,0.0
159351,77057.0,3.0,2.0,2.0,0.0,35.0,0.0,1.0,2.0,2021.0,0.0
159380,77070.0,3.0,2.0,1.0,8494.0,12.0,0.0,1.0,1.0,2021.0,0.0
159396,77080.0,3.0,2.0,2.0,0.0,43.0,0.0,1.0,2.0,2021.0,0.0
159568,78040.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2021.0,0.0
159674,78083.0,3.0,2.0,2.0,0.0,17.0,0.0,1.0,1.0,2021.0,0.0
159754,78115.0,4.0,2.0,1.0,19760.0,12.0,0.0,1.0,1.0,2021.0,0.0
159776,78123.0,3.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,2021.0,0.0
159851,78149.0,3.0,2.0,2.0,0.0,52.0,0.0,4.0,1.0,2021.0,0.0
159877,77086.0,4.0,2.0,1.0,3000.0,9.0,0.0,1.0,2.0,2021.0,29820.0
159942,77112.0,4.0,2.0,2.0,0.0,1.0,13.0,1.0,1.0,2021.0,29820.0
159953,77116.0,3.0,2.0,2.0,0.0,34.0,0.0,2.0,1.0,2021.0,29820.0
159967,77123.0,3.0,2.0,2.0,0.0,4.0,12.0,4.0,1.0,2021.0,29820.0
159968,77124.0,3.0,2.0,1.0,7824.0,16.0,0.0,1.0,1.0,2021.0,29820.0
160001,77146.0,4.0,2.0,2.0,0.0,52.0,0.0,4.0,2.0,2021.0,29820.0
160017,77156.0,3.0,2.0,2.0,0.0,12.0,13.0,2.0,1.0,2021.0,29820.0
160035,77166.0,3.0,2.0,2.0,0.0,17.0,0.0,2.0,2.0,2021.0,29820.0
160041,77169.0,3.0,2.0,1.0,10000.0,7.0,0.0,2.0,1.0,2021.0,29820.0
160057,77178.0,3.0,2.0,1.0,15000.0,47.0,0.0,1.0,1.0,2021.0,29820.0
160060,77180.0,3.0,2.0,1.0,31486.0,51.0,0.0,2.0,2.0,2021.0,29820.0
160080,77187.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2021.0,29820.0
160110,77202.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,2.0,2021.0,29820.0
160129,77212.0,4.0,2.0,1.0,22092.0,16.0,0.0,1.0,1.0,2021.0,29820.0
160133,77213.0,3.0,2.0,1.0,32200.0,17.0,0.0,1.0,1.0,2021.0,29820.0
160146,77222.0,3.0,2.0,2.0,0.0,26.0,12.0,1.0,2.0,2021.0,29820.0
160155,77227.0,4.0,2.0,1.0,13600.0,30.0,0.0,1.0,1.0,2021.0,29820.0
160182,77243.0,4.0,2.0,2.0,0.0,51.0,0.0,1.0,2.0,2021.0,29820.0
160198,77251.0,4.0,2.0,2.0,0.0,28.0,0.0,2.0,2.0,2021.0,29820.0
160210,77260.0,3.0,2.0,2.0,0.0,52.0,0.0,19.0,2.0,2021.0,29820.0
160287,77299.0,3.0,2.0,2.0,0.0,99.0,0.0,1.0,1.0,2021.0,29820.0
160290,77300.0,3.0,2.0,1.0,38700.0,52.0,3.0,1.0,1.0,2021.0,29820.0
160333,77316.0,4.0,2.0,1.0,10780.0,16.0,0.0,1.0,1.0,2021.0,29820.0
160335,77317.0,4.0,2.0,1.0,13536.0,52.0,0.0,1.0,1.0,2021.0,29820.0
160350,77323.0,4.0,2.0,1.0,11080.0,52.0,0.0,2.0,2.0,2021.0,29820.0
160396,77347.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,2021.0,29820.0
160402,77349.0,3.0,2.0,1.0,11440.0,4.0,0.0,1.0,1.0,2021.0,29820.0
160483,77390.0,3.0,2.0,2.0,0.0,18.0,0.0,1.0,2.0,2021.0,29820.0
160489,77394.0,4.0,2.0,1.0,3000.0,39.0,0.0,1.0,1.0,2021.0,29820.0
160509,77403.0,4.0,2.0,2.0,0.0,12.0,0.0,1.0,1.0,2021.0,29820.0
160571,77439.0,4.0,2.0,1.0,28800.0,43.0,0.0,1.0,1.0,2021.0,29820.0
160588,77446.0,3.0,2.0,2.0,0.0,9.0,0.0,2.0,1.0,2021.0,29820.0
160592,77448.0,4.0,2.0,2.0,0.0,52.0,0.0,1.0,2.0,2021.0,29820.0
160604,77454.0,4.0,2.0,1.0,10080.0,52.0,0.0,1.0,1.0,2021.0,29820.0
160627,77464.0,3.0,2.0,1.0,32000.0,43.0,5.0,1.0,1.0,2021.0,29820.0
160655,77474.0,4.0,2.0,2.0,0.0,52.0,0.0,1.0,1.0,2021.0,29820.0
160657,77476.0,3.0,2.0,1.0,10000.0,43.0,0.0,1.0,2.0,2021.0,29820.0
160659,77477.0,3.0,2.0,2.0,0.0,10.0,0.0,2.0,2.0,2021.0,29820.0
160695,77486.0,4.0,2.0,2.0,0.0,52.0,15.0,1.0,2.0,2021.0,29820.0
160701,77491.0,3.0,2.0,1.0,9600.0,22.0,0.0,1.0,2.0,2021.0,29820.0
160768,77517.0,3.0,2.0,1.0,1729.0,51.0,7.0,1.0,2.0,2021.0,29820.0
160774,77519.0,3.0,2.0,2.0,0.0,8.0,0.0,5.0,1.0,2021.0,29820.0
160814,77533.0,3.0,2.0,2.0,0.0,52.0,0.0,6.0,2.0,2021.0,29820.0
160826,77537.0,3.0,2.0,1.0,16000.0,13.0,0.0,1.0,1.0,2021.0,29820.0
160877,77563.0,4.0,2.0,1.0,925.0,50.0,0.0,1.0,1.0,2021.0,29820.0
160903,77572.0,4.0,2.0,1.0,17640.0,52.0,0.0,2.0,2.0,2021.0,29820.0
160917,77577.0,3.0,2.0,2.0,0.0,12.0,13.0,1.0,1.0,2021.0,29820.0
160922,77581.0,3.0,2.0,1.0,18000.0,52.0,0.0,1.0,1.0,2021.0,29820.0
160984,77606.0,4.0,2.0,1.0,27960.0,52.0,0.0,5.0,1.0,2021.0,29820.0
160996,77611.0,3.0,2.0,2.0,0.0,24.0,0.0,1.0,2.0,2021.0,29820.0
161011,77619.0,3.0,2.0,2.0,0.0,52.0,0.0,1.0,2.0,2021.0,29820.0
161019,77622.0,3.0,2.0,1.0,8684.0,52.0,0.0,2.0,2.0,2021.0,29820.0
161044,77638.0,4.0,2.0,1.0,2100.0,47.0,0.0,2.0,2.0,2021.0,29820.0
161113,77692.0,4.0,2.0,1.0,12000.0,1.0,0.0,1.0,1.0,2021.0,29820.0
161147,77705.0,4.0,2.0,1.0,8400.0,52.0,0.0,1.0,1.0,2021.0,29820.0
161158,77708.0,4.0,2.0,2.0,0.0,29.0,0.0,1.0,2.0,2021.0,29820.0
161172,77715.0,4.0,2.0,2.0,0.0,43.0,2.0,1.0,1.0,2021.0,29820.0
161197,77724.0,3.0,2.0,1.0,31200.0,52.0,0.0,1.0,2.0,2021.0,29820.0
161205,77728.0,3.0,2.0,1.0,4600.0,10.0,0.0,1.0,1.0,2021.0,29820.0
161280,77753.0,3.0,2.0,2.0,0.0,9.0,7.0,2.0,1.0,2021.0,29820.0
161284,77755.0,4.0,2.0,2.0,0.0,61.0,0.0,1.0,1.0,2021.0,29820.0
161300,77760.0,4.0,2.0,1.0,24000.0,99.0,0.0,1.0,2.0,2021.0,29820.0
161317,77768.0,4.0,2.0,1.0,6876.0,52.0,0.0,1.0,2.0,2021.0,29820.0
161326,77770.0,3.0,2.0,2.0,0.0,48.0,0.0,1.0,1.0,2021.0,29820.0
161366,77784.0,3.0,2.0,2.0,0.0,38.0,0.0,1.0,1.0,2021.0,29820.0
161481,77833.0,4.0,2.0,1.0,29000.0,14.0,0.0,4.0,1.0,2021.0,29820.0
161519,77850.0,3.0,2.0,1.0,24336.0,31.0,0.0,4.0,2.0,2021.0,29820.0
161530,77856.0,3.0,2.0,1.0,11700.0,35.0,0.0,1.0,1.0,2021.0,29820.0
161589,77878.0,4.0,2.0,1.0,20636.0,48.0,0.0,4.0,1.0,2021.0,29820.0
161595,77881.0,4.0,2.0,1.0,20000.0,1.0,0.0,2.0,1.0,2021.0,29820.0
161616,77891.0,3.0,2.0,2.0,0.0,52.0,0.0,5.0,1.0,2021.0,29820.0
161637,77902.0,3.0,2.0,1.0,6615.0,39.0,0.0,2.0,2.0,2021.0,29820.0
161651,77908.0,3.0,2.0,1.0,12600.0,35.0,12.0,1.0,1.0,2021.0,29820.0
161696,77922.0,3.0,2.0,1.0,15000.0,39.0,0.0,1.0,1.0,2021.0,29820.0
161718,77927.0,4.0,2.0,1.0,11400.0,52.0,0.0,1.0,2.0,2021.0,29820.0
161725,77929.0,3.0,2.0,1.0,888.0,22.0,0.0,1.0,1.0,2021.0,29820.0
161735,77932.0,3.0,2.0,1.0,20320.0,52.0,3.0,4.0,1.0,2021.0,29820.0
161736,77933.0,3.0,2.0,1.0,16000.0,52.0,0.0,1.0,2.0,2021.0,29820.0
161739,77934.0,4.0,2.0,2.0,0.0,16.0,0.0,1.0,1.0,2021.0,29820.0
161741,77935.0,4.0,2.0,1.0,15981.0,52.0,0.0,2.0,1.0,2021.0,29820.0
161745,77936.0,3.0,2.0,1.0,18000.0,52.0,0.0,1.0,2.0,2021.0,29820.0
161787,77948.0,3.0,2.0,2.0,0.0,26.0,6.0,2.0,1.0,2021.0,29820.0
161798,77953.0,3.0,2.0,1.0,30000.0,35.0,0.0,1.0,2.0,2021.0,29820.0
161805,77956.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,2021.0,29820.0
161840,78175.0,4.0,2.0,2.0,0.0,19.0,0.0,1.0,1.0,2021.0,0.0
161851,78183.0,4.0,2.0,1.0,5400.0,28.0,0.0,3.0,1.0,2021.0,0.0
161854,78185.0,4.0,2.0,1.0,10000.0,15.0,0.0,1.0,1.0,2021.0,0.0
161883,78200.0,3.0,2.0,2.0,0.0,26.0,13.0,1.0,1.0,2021.0,0.0
161888,78202.0,4.0,2.0,1.0,18000.0,16.0,0.0,3.0,1.0,2021.0,0.0
161941,78235.0,3.0,2.0,2.0,0.0,22.0,0.0,3.0,1.0,2021.0,0.0
162006,78265.0,4.0,2.0,1.0,1729.0,26.0,0.0,1.0,2.0,2021.0,0.0
162014,78267.0,3.0,2.0,2.0,0.0,7.0,0.0,1.0,2.0,2021.0,0.0
162016,78269.0,4.0,2.0,1.0,5264.0,39.0,0.0,1.0,2.0,2021.0,0.0
